id,name,price,original_price,discount,rating,review_count,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,product_type
57300896,Cà phê bột 100% nguyên chất truyền thống số 2 (500gr) Coffee Tree gu vừa vị chuẩn truyền thống,190800,190800,0,4.8,189,,,,,,,,,,cà phê bột nguyên chất truyền thống
54693149,Trà Đen Cầu Đất DalatFarm - Túi 250Gr (Hồng Trà - Black Tea nguyên liệu pha chế trà sữa trà đào),60000,60000,0,4.8,415,,,,,,,,,,trà đen cầu đất
48696728,Sữa Hạt Hạnh Nhân ALMOND BREEZE Nguyên Chất Không Đường Hộp 946ml,129320,129320,0,4.7,106,,,,,,,,,,sữa hạt hạnh nhân almond
45307207,Bánh Thưởng Cho Mèo Temptations Vị Hải Sản 75g/túi,49000,70000,21000,0,0,,,,,,,,,,bánh thưởng mèo temptations vị hải sản
21073614,Dấm táo BRAGG Hữu cơ Nhập khẩu USA chai 946ml,293000,293000,0,5,16,,,,,,,,,,dấm táo bragg hữu cơ nhập khẩu
20648428,Thùng 48 Hộp Sữa Trái Cây Hương Trái Cây KUN 180ml/hộp(thẻ cào),355000,420000,65000,4.8,6,,,,,,,,,,thùng hộp sữa trái cây
19647294,Thức Ăn Cho Mèo Me-O Adult Vị Cá Ngừ (350g),28400,28400,0,4.7,48,,,,,,,,,,thức ăn mèo me adult vị
14965881,Thùng 24 Hộp Sữa Tươi Nguyên Kem Meadow Fresh (200ml / Hộp),280000,700000,420000,4.8,508,,,,,,,,,,thùng hộp sữa tươi
12629696,Thùng Sữa đậu nành Vinasoy Fami nguyên chất (200ml x 36 Hộp),158000,214000,56000,5,382,,,,,,,,,,thùng sữa đậu nành vinasoy fami
1679009,Bánh Xương Chó Kiểng Pedigree Dentastix (60g),36000,42100,6100,4.5,5,,,,,,,,,,bánh xương chó kiểng
1085854,Thùng 24 Lon Nước Trái Cây Twister Cam (320ml/Lon),259200,298080,38880,5,130,,,,,,,,,,thùng lon nước trái cây
566893,Bột Ngọt Ajinomoto 1kg (Hạt Lớn),150000,150000,0,5,275,,,,,,,,,,bột ngọt
278772756,Trung Nguyên Legend Cà Phê Rang Xay Chất Tiên Phong - Túi 30 Gói 20g,249000,268920,19920,0,0,,,,,,,,,,trung nguyên legend cà phê rang xay
278672532,Thùng 48 bịch sữa tươi tiệt trùng Dalatmilk ít đường 220ml,440000,490000,50000,0,0,,,,,,,,,,thùng bịch sữa tươi tiệt
278574787,Cà phê hạt Full City Roast Highlands Coffee 1kg,665000,665000,0,3,2,,,,,,,,,,cà phê hạt full city
276702804,Bột tẩm khô chiên giòn Aji Quick gói 42 g,15000,15000,0,0,0,,,,,,,,,,bột tẩm khô chiên
276562587,HẠT HƯỚNG DƯƠNG CHẮC HẠT BỔ DƯỠNG TÂN LỘC PHÁT,125000,125000,0,4.3,28,,,,,,,,,,hạt hướng dương chắc
276387276,Quả bồ kết khô - Bồ kết chắc hạt thơm và quả to,99000,99000,0,2.7,3,,,,,,,,,,quả bồ kết khô bồ kết
276138875,Cà phê viên nén Nespresso - Carraro Rich Flavor - Hộp 10 viên - Nhập khẩu chính hãng từ Ý,129600,129600,0,5,5,,,,,,,,,,ca phê viên ne n
275952558,Táo Đỏ Tân Cương Sấy Giòn Không Hạt 250g VietTin Mart,100000,100000,0,4.2,5,,,,,,,,,,táo đỏ tân cương sấy giòn
275928612,Muối hồng Himalaya Dạng Mịn,100,10000,10000,0,0,,,,,,,,,,muối hồng himalaya dạng
275515308,Combo Thùng 06 Chai Nước Mắm Cốt Đặc Biệt Lê Gia - Nước mắm truyền thống cá cơm,830000,830000,0,4.8,34,,,,,,,,,,combo thùng chai nước mắm cốt
274764342,[Combo 12 Gói] Thức Ăn Cho Mèo WHISKAS 1+ years Vị Cá Thu 80g/Gói,151000,217000,66000,5,4,,,,,,,,,,thức ăn mèo whiskas years vị
272226724,Kẹo Hồng Sâm Hàn Quốc Không Đường Ginseng House - Bịch đỏ 500g - Giảm Mệt Mỏi & Căng Thẳng,129000,159000,30000,0,0,,,,,,,,,,kẹo hồng sâm hàn quốc
270680214,Hạt Yến Mạch Nguyên Cám Úc Xuân An [ko đường] Túi 500G (100% Australian Wholegrain Oats)(Tặng Kèm 1 Túi Yến Mạch 150G),70000,70000,0,0,0,,,,,,,,,,hạt yến mạch cám
263693181,Đặc Sản Bình Thuận  -  Ruốc Sấy Ăn Liền Đầm Sen - 170G,32000,32000,0,5,2,,,,,,,,,,đặc sản bình thuận ruốc sấy ăn liền
263114994,Combo 2 Hộp Yến Mạch Nguyên Chất Ăn Liền Xuân An [ko đường] 400G(Tặng Kèm 2 Túi Yến Mạch 150G),140000,140000,0,5,3,,,,,,,,,,combo hộp yến mạch nguyên chất
251392177,COMBO 5 Lon Pate Cho Mèo Vị Cá Ngừ Và Cá Biển Whiskas 400g - YonaPetshop,50000,50000,0,4.6,7,,,,,,,,,,combo lon pate mèo vị
249203200,Bột ca cao nguyên chất vị truyền thống Cacao Mi loại Original đặc sản Việt Nam làm quà biếu tặng chuẩn xuất khẩu 127g,79000,79000,0,5,1,,,,,,,,,,bột ca cao nguyên chất vị
212556466,Thức ăn Rùa Nước GREENABC – Cung cấp dinh dưỡng tăng kích thước,50230,135000,135000,0,5,,,,,,,,,,thức ăn rùa nước greenabc
197333416,Hạt chia không biến đổi gen hữu cơ Peru_Organic chia seeds non GMO from Peru,47500,50000,2500,5,10,,,,,,,,,,hạt chia không biến đổi gen hữu cơ
181134349,Cà Phê Robusta Lâm Đồng Rang Mộc Nguyên Chất- Hộp 250Gr (Dạng Bột),160000,160000,0,4.8,20,,,,,,,,,,cà phê robusta lâm đồng rang
168561896,Cà phê Trần Quang NGON cafe sữa uống liền bịch 24 gói,59000,59000,0,4.8,19,,,,,,,,,,cà phê trần quang ngon cafe
98565189,Thùng 24 Lon Nước Uống Có Gaz Pepsi Vị Chanh Không Calo (320ml/Lon),237750,273413,35663,4.7,2206,,,,,,,,,,thùng lon nước uống
74729558,Bột ngũ cốc Damtuh Hàn Quốc 900g (1 hộp 50 gói,18,269000,269000,0,5,,,,,,,,,,bột ngũ cốc damtuh hàn quốc
73187297,Hạt bí xanh tách vỏ (500gr),85000,85000,0,5,1,,,,,,,,,,hạt bí xanh tách vỏ
54059156,Nam Việt Quất Sấy Khô  Only Nature 120 gram,66960,66960,0,4.8,8,,,,,,,,,,nam việt quất sấy khô
45213011,200g Trà long nhãn - Nhãn nhục,83000,83000,0,4.5,93,,,,,,,,,,trà long nhãn
29279193,Hạt lanh nâu Brown Flaxseeds,28000,28000,0,5,56,,,,,,,,,,hạt lanh nâu brown
22553303,Nước mắm Khải Hoàn Phú Quốc 43 độ đam 215ml thùng 6 chai,415000,415000,0,4.7,19,,,,,,,,,,nước mắm khải hoàn phú quốc độ
2287857,Thùng 24 Chai Nước Giải Khát Revive Chanh Muối (390ml/Chai),230400,264960,34560,5,365,,,,,,,,,,thùng chai nước giải khát
2161877,Thịt Heo Hộp SPAM Giảm Mặn 340g - Nhập Khẩu Mỹ | Hormel SPAM Less Sodium 340g,141800,141800,0,4.8,44,,,,,,,,,,thịt heo hộp spam
537515,Thùng 24 Ly Mì Khoai Tây Cung Đình Hương Vị Lẩu Tôm Chua Cay,219000,226000,7000,5,35,,,,,,,,,,thùng ly mì khoai tây cung đình
537389,Thùng 30 Gói Mì Cung Đình Hương Vị Sườn Heo Hầm Măng (79g/Gói),240000,274000,34000,3.9,7,,,,,,,,,,thùng gói mì cung đình
537377,Thùng 30 Gói Mì Khoai Tây Cung Đình Hương Vị Cua Bể Rau Răm,233000,249000,16000,4.8,9,,,,,,,,,,thùng gói mì khoai tây
278878579,Thùng 24 hộp Trà Đào Sả Cozy 225ml,220000,220000,0,0,0,,,,,,,,,,thùng hộp trà đào
278693031,Cozy Trà gừng Hotginger 10 gói x 10g Hộp,83000,83000,0,0,0,,,,,,,,,,cozy trà gừng hotginger gói
278610360,Hộp 12 Gói Snack Rong Biển TaoKaeNoi BIG ROLL Vị Cay,66500,110000,43500,0,0,,,,,,,,,,hộp gói snack rong
278596231,Thùng 12 Hộp Mì Trộn Omachi Xốt Tôm Phô Mai Trứng Muối (105g x 12 hộp),250000,250000,0,0,0,,,,,,,,,,thùng hộp mì trộn
278583286,Sữa hạt Hạt dẻ Nguyên chất 137 DEGREES 1000ml,138000,200000,62000,0,0,,,,,,,,,,sữa hạt hạt dẻ
278580840,Lốc 3 hộp Sữa hạt Hạnh nhân Nguyên chất 137 DEGREES 180ml,90000,125000,35000,0,0,,,,,,,,,,lốc hộp sữa hạt
278020661,Đèn led KaoKui WRGB UFO KK50 Pro dĩa kẹp bể thủy sinh cá tép tiểu cảnh bán cạn,621000,621000,0,0,0,,,,,,,,,,đèn led kaokui wrgb
277608664,'Rượu Whisky Ballantine''s Finest Blended Scotch Whisky',435000,435000,0,5,1,,,,,,,,,,rượu whisky ballantine s
277604247,Lốc 5 gói mì Jin Không Cay Otoki hương vị chuẩn Hàn,1205,70000,70000,0,0,,,,,,,,,,lốc gói mì jin cay
276656095,BÀN CHẢI LÔNG CHÓ MÈO CHẤT LƯỢNG TỐT - Lược chải lông mèo thông minh - Lược Chải Lông Thú Cưng loại Tốt - Lược chải lông cho chó mèo có nút bấm - chăm sóc chó mèo - luoc chai long meo - lược chải lông,65000,65000,0,0,0,,,,,,,,,,bàn chải lông chó
276563504,NHÂN HẠT BÍ TÂN LỘC PHÁT - HŨ 500G,213000,213000,0,4.2,16,,,,,,,,,,hạt bí tân lộc phát
276562686,HẠT HƯỚNG DƯƠNG TÂN LỘC PHÁT HẠT ĐỀU GIÒN THƠM,125000,125000,0,4.6,96,,,,,,,,,,hạt hướng dương tân lộc phát
261822948,Rượu trái cây HALICO vị chanh nồng độ 18% chai 500ml không kèm hộp,135000,135000,0,5,2,,,,,,,,,,rượu trái cây halico vị chanh
252388939,'Combo 3 Lay''s Stax Khoai Tây Miếng Vị Tôm Hùm Nướng Ngũ Vị 100gr',150000,150000,0,5,1,,,,,,,,,,combo lay s stax khoai tây
245979660,HẠT CHIA ÚC TÚI 1KG,248000,248000,0,0,0,,,,,,,,,,hạt chia úc túi
213674554,[TOP SALE] TỔ YẾN CHƯNG ĐƯỜNG PHÈN 100% Tổ Yến Thật (Hàm Lượng 30%) (6 Lọ X 70ML) - Đệ Nhất Yến Đảo - Tăng Sức Đề Kháng - Kích Thích Tiêu Hóa - An Thần - Bổ Phế - Long Đờm - Giảm Ho - Tăng Cường Trí Nhớ - Kéo Dài Thanh Xuân,357700,365000,7300,5,24,,,,,,,,,,tổ yến chưng đường phèn
202487889,Cà phê hạt Carraro Globo Rosso - 1kg - Nhập khẩu chính hãng từ Ý,734400,734400,0,4.6,26,,,,,,,,,,ca
192989326,'Socola  Beryl''s Tiramisu Almond White Chocolate 100g',121500,121500,0,5,4,,,,,,,,,,socola beryl s tiramisu
154231139,Đường phèn vàng Cô Ba 1kg,53000,58300,5300,4.8,6,,,,,,,,,,đường phèn vàng
154231116,Đường Tinh Luyện Đặc Biệt Hũ 800g,43000,47300,4300,4.7,3,,,,,,,,,,đường tinh luyện đặc biệt
115529605,Dầu dừa nguyên chất ép lạnh hữu cơ Vietcoco 1L,275000,275000,0,4.8,14,,,,,,,,,,dầu dừa nguyên chất ép
114467212,Thùng 48 chai sữa chua uống hương dâu Fristi 80ml,192000,255000,63000,4.7,99,,,,,,,,,,thùng chai sữa chua
77730636,Thùng 48 Hộp Sữa Tươi Tiệt Trùng Vinamilk Green Farm Rất ít đường - Lốc 4 Hộp 180ml,462000,529000,67000,5,19,,,,,,,,,,thùng hộp sữa tươi tiệt
74462788,Trà ổi hỗ trợ giảm cân thanh lọc cơ thể Orihiro 60 gói,139000,139000,0,5,1,,,,,,,,,,trà ổi hỗ trợ giảm
58409447,Trung Nguyên Legend - Cà phê rang xay Chế phin 2 - Bịch 500gr,160000,176228,16228,4.8,160,,,,,,,,,,trung nguyên legend cà phê rang
21192093,Thùng 48 hộp Sữa đậu nành Vinamilk hạt đậu đỏ 180ml,292000,395000,103000,5,10,,,,,,,,,,thùng hộp sữa đậu nành vinamilk
20623900,Thùng 48 Hộp Sữa Trái Cây Hương Nho KUN 180ml/hộp(thẻ cào),337000,420000,83000,5,6,,,,,,,,,,thùng hộp sữa trái cây
13749525,Thùng 12 Hộp Sữa Tươi Tiệt Trùng Vinamilk 100% Organic Không Đường (1lít),606000,745000,139000,4.8,12,,,,,,,,,,thùng hộp sữa tươi tiệt
13409453,Thùng 48 Hộp Sữa Tươi Tiệt Trùng Dutch Lady Cô Gái Hà Lan Có Đường (48 x 110ml),261000,360000,99000,4.8,305,,,,,,,,,,thùng hộp sữa tươi tiệt
10710958,Thùng 48 Hộp Sữa Tươi Tiệt Trùng Vinamilk 100% Có Đường,485000,485000,0,5,40,,,,,,,,,,thùng hộp sữa tươi tiệt
2119331,Bột ngũ cốc Calsome,66000,75000,9000,4.8,159,,,,,,,,,,bột ngũ cốc
484504,Bánh Xương Chăm Sóc Răng Dành Cho Chó Trung Pedigree Dentastix Medium Dogs (98g),38000,44000,6000,4.6,30,,,,,,,,,,bánh xương chăm sóc răng
278768165,Thùng 24 lon Nước táo lên men Somersby vị Táo (320ml/lon) - Độ cồn 3.5%,447000,447000,0,0,0,,,,,,,,,,thu ng lon nước
278683156,Thùng 48 hộp sữa uống lên men Nuvi Có Đường 100ml,184000,253000,69000,0,0,,,,,,,,,,thùng hộp sữa uống
276596790,BỘT ĐẬU NÀNH NGUYÊN CHẤT TÂN LỘC PHÁT,98000,98000,0,5,2,,,,,,,,,,bột đậu nành nguyên chất tân lộc
273378000,Thùng 30 Gói Mì 3 Miền Gold Tôm Chua Cay Đặc Biệt 75g,157586,157586,0,5,8,,,,,,,,,,thùng gói mì miền
271041801,Royal Canin Indoor 27 Thức Ăn Hạt Mèo 1-7 Tuổi | Mèo Ít Vận Động [Dry cat food,290000,290000,0,5,1,,,,,,,,,,royal canin indoor thức ăn
263972640,Hạt Yến Mạch Nguyên Cám Úc Xuân An [ko đường] Túi 3Kg[hạt nguyên chưa cán](Giảm 20%),360000,360000,0,5,4,,,,,,,,,,hạt yến mạch cám
