product_id,name,price,original_price,discount,rating,review_count, ,url,product_type
85306901,Combo 10 Mặt Nạ BNBG Hydrating Vita Genic Jelly Mask Dưỡng Ẩm Da Đa Tầng 30mlx10,179000.0,291000.0,112000.0,5.0,6,,https://tiki.vncombo-10-mat-na-bnbg-hydrating-vita-genic-jelly-mask-duong-am-da-da-tang-30mlx10-p85306901.html?spid=276163562,combo mặt nạ bnbg hydrating
72711795,Kem dưỡng trắng dạng gel Hada Labo Koi-Gokujyun Whitening Perfect Gel 100g,319000.0,405000.0,86000.0,4.5,122,,https://tiki.vnkem-duong-trang-dang-gel-hada-labo-koi-gokujyun-whitening-perfect-gel-100g-p72711795.html?spid=72711796,kem dưỡng trắng dạng
72711789,Kem dưỡng ẩm dạng gel Hada Labo Koi-Gokujyun Perfect Gel 100g,285000.0,405000.0,120000.0,4.7,69,,https://tiki.vnkem-duong-am-dang-gel-hada-labo-koi-gokujyun-perfect-gel-100g-p72711789.html?spid=72711790,kem dưỡng ẩm dạng gel
55777239,Kem Dưỡng Làm Dịu Kích Ứng Và Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) Tặng Nước Tẩy Trang La Roche 50ml,399000.0,399000.0,0.0,4.8,12,,https://tiki.vnkem-duong-lam-diu-kich-ung-va-phuc-hoi-da-la-roche-posay-cicaplast-baume-b5-40ml-tang-nuoc-tay-trang-la-roche-50ml-p55777239.html?spid=67442952,kem dưỡng làm dịu kích ứng
54414224,Sữa Rửa Mặt NIVEA MEN Detox Mud Bùn Khoáng Giúp Giảm Mụn & Hư Tổn Da (100G) - 83940,79000.0,82000.0,3000.0,5.0,4,,https://tiki.vnsua-rua-mat-nivea-men-detox-mud-bun-khoang-giup-giam-mun-hu-ton-da-100g-83940-p54414224.html?spid=273568714,sữa rửa mặt nivea
51542411,Kem chống nắng dạng gel dưỡng ẩm bảo vệ hoàn hảo Anessa Perfect UV Sunscreen Skincare Gel SPF50+ PA++++ 90g,430000.0,575000.0,145000.0,4.7,30,,https://tiki.vnkem-chong-nang-dang-gel-duong-am-bao-ve-hoan-hao-anessa-perfect-uv-sunscreen-skincare-gel-spf50-pa-90g-p51542411.html?spid=59495559,kem chống nắng dạng
25107897,Sữa rửa mặt tạo bọt ngăn ngừa mụn Acnes Foaming Wash 150ml,66000.0,84000.0,18000.0,4.8,189,,https://tiki.vnsua-rua-mat-tao-bot-ngan-ngua-mun-acnes-foaming-wash-150ml-p25107897.html?spid=25107898,sữa rửa mặt tạo
13325863,Sữa chống nắng nâng tông Skin Aqua Tone up Lavender cho da tối màu & da vàng Sunplay Skin Aqua Tone Up UV Milk Lavender SPF 50+ PA++++ 50g,156000.0,199000.0,43000.0,4.7,790,,https://tiki.vnsua-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-sunplay-skin-aqua-tone-up-uv-milk-lavender-spf-50-pa-50g-p13325863.html?spid=13325864,sữa chống nắng nâng
10863620,Sữa Rửa Mặt Lô Hội Naive (130g),87900.0,87900.0,0.0,4.5,8,,https://tiki.vnsua-rua-mat-lo-hoi-naive-130g-p10863620.html?spid=63466488,sữa rửa mặt lô
9856643,Combo 3 Bông Tẩy Trang Jomi (120 Miếng/Túi),99000.0,124000.0,25000.0,5.0,40,,https://tiki.vncombo-3-bong-tay-trang-jomi-120-mieng-tui-p9856643.html?spid=198894074,combo tẩy trang
5902771,Kem dưỡng vitamin làm sáng da mờ sẹo thâm Acnes Vitamin Cream 50g,79000.0,99000.0,20000.0,4.6,147,,https://tiki.vnkem-duong-vitamin-lam-sang-da-mo-seo-tham-acnes-vitamin-cream-50g-p5902771.html?spid=10862974,kem dưỡng vitamin làm sáng
5902347,Kem dưỡng trắng da Acnes Whitening+ Cream 50g,79000.0,99000.0,20000.0,4.5,143,,https://tiki.vnkem-duong-trang-da-acnes-whitening-cream-50g-p5902347.html?spid=10862998,kem dưỡng trắng da
2738497,Bộ 3 Hộp Silcot Bông Trang Điểm (bông tẩy trang) Nhật Bản Cao Cấp (66 Miếng/Hộp),110000.0,147000.0,37000.0,4.7,492,,https://tiki.vnbo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-cao-cap-66-mieng-hop-p2738497.html?spid=13670130,hộp silcot bông trang điểm
2738475,Bộ 3 Hộp Silcot Bông Trang Điểm (bông tẩy trang) Nhật Bản (82 Miếng/Hộp),100000.0,132000.0,32000.0,4.8,1657,,https://tiki.vnbo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475.html?spid=13670127,hộp silcot bông trang điểm
