product_id,name,price,original_price,discount,rating,review_count,inventory_status,url,product_type
42263650,Đồng hồ nữ Casio LRW-200H-4E3VDF dây nhựa,832300.0,1015000.0,182700.0,5.0,3,,https://tiki.vndong-ho-nu-casio-lrw-200h-4e3vdf-day-nhua-p42263650.html?spid=42263651,đồng hồ nữ casio lrw
278975057,"Vòng tay chuỗi Cẩm Thạch Huyết size 5.5 li phong cách đeo quấn 3 vòng phối charm bướm, ngọc jasper, có thể làm vòng cổ",800000.0,800000.0,0.0,0.0,0,,https://tiki.vnvong-tay-chuoi-cam-thach-huyet-size-5-5-li-phong-cach-deo-quan-3-vong-phoi-charm-buom-ngoc-jasper-co-the-lam-vong-co-hoa-minh-gem-p278975057.html?spid=278975058,vòng tay chuỗi cẩm thạch huyết size
12274959,Đồng hồ nữ dây nhựa Casio LRW-200H-4E2VDR,832300.0,1015000.0,182700.0,5.0,1,,https://tiki.vndong-ho-nu-day-nhua-casio-lrw-200h-4e2vdr-p12274959.html?spid=96597813,đồng hồ nữ dây nhựa
271012889,Dây đeo cho Redmi Watch 3 Active (DMI3A),120000.0,120000.0,0.0,5.0,7,,https://tiki.vnday-deo-cho-redmi-watch-3-active-lite-dmili3-p271012889.html?spid=271012893,dây đeo redmi watch
249683978,Dây đồng hồ cho Redmi Watch 3 (DMI3),120000.0,120000.0,0.0,4.1,8,,https://tiki.vnday-dong-ho-redmi-watch-3-dmili3-p249683978.html?spid=249683990,dây đồng hồ redmi watch
249272851,Đồng Hồ Trẻ Em Thể Thao Cao Cấp Chính hãng MR 8212 - KHÔNG VÔ NƯỚC (Kèm video),150000.0,150000.0,0.0,4.3,8,,https://tiki.vndong-ho-tre-em-the-thao-cao-cap-chinh-hang-mr-8212-khong-vo-nuoc-kem-video-p249272851.html?spid=249272853,đồng hồ trẻ em thể thao cao cấp
248426957,Dây đeo dành cho Garmin Forerunner 570/ 165/ 55/ 645/ 255/ 245/ Venu 2/ SQ 2/ SQ/ Vivoactive 6/ 5/ 4/ 3 (DB),130000.0,130000.0,0.0,4.5,2,,https://tiki.vnforerunner-55-645-255-245-venu-2-db-p248426957.html?spid=248426963,dây đeo dành garmin
202203813,Pin CR2032 Nhật Bản Hàng Cao Cấp 3V Date 2032,30000.0,30000.0,0.0,4.5,2,,https://tiki.vnpin-cr2032-nhat-ban-hang-cao-cap-3v-date-2032-p202203813.html?spid=202203824,pin cr2032 nhật bản hàng
188482266,Dây Đeo SILICON dành Cho Huawei band 7 Chất Lượng cao,65000.0,65000.0,0.0,4.7,3,,https://tiki.vnday-deo-silicon-danh-cho-huawei-band-7-chat-luong-cao-p188482266.html?spid=188482331,dây đeo silicon dành
180976743,Vòng tay titan unisex mẫu mới hot trend,98000.0,98000.0,0.0,0.0,0,,https://tiki.vnvong-tay-titan-unisex-mau-moi-hot-trend-p180976743.html?spid=180976747,vòng tay titan unisex mẫu
170496556,Vòng đeo tay chuỗi hạt 108 hạt gỗ đỏ hồng phong thủy niệm Phật,37800.0,54000.0,16200.0,5.0,3,,https://tiki.vnvong-deo-tay-chuoi-hat-108-hat-go-do-hong-phong-thuy-niem-phat-p170496556.html?spid=170496557,vòng đeo tay chuỗi
160419283,Dây Đeo Đồng Hồ Thép Không Gỉ Đúc Đặc Có Đầu Bo Cong Size 20mm 22mm,160000.0,160000.0,0.0,5.0,9,,https://tiki.vnday-deo-dong-ho-thep-khong-gi-duc-dac-co-dau-bo-cong-size-20mm-22mm-p160419283.html?spid=179721928,dây đeo đồng hồ thép
153920719,Vòng Tay sừng giúp tĩnh tâm (Đủ Size & màu) BH612 - Sức Khỏe Bình An - may mắn - Tài Lộc - độc lạ,56000.0,56000.0,0.0,0.0,0,,https://tiki.vnvong-tay-sung-giup-tinh-tam-du-size-mau-bh612-suc-khoe-binh-an-may-man-tai-loc-doc-la-p153920719.html?spid=153993178,vòng tay sừng giúp tĩnh tâm
150602678,Dây đeo Xiaomi Redmi Watch 2 Lite (DMILI2),120000.0,120000.0,0.0,4.6,28,,https://tiki.vnday-deo-xiaomi-redmi-watch-2-lite-dmili2-p150602678.html?spid=150602682,dây đeo xiaomi redmi
139106571,"Ốp bảo vệ cho Apple Watch series 11/ 10/ 9/ 8/ 7/ 6/ 5/ SE - dẻo, trong suốt",40000.0,40000.0,0.0,0.0,0,,https://tiki.vnop-apple-watch-series-7-6-5-se-deo-trong-suot-p139106571.html?spid=139106581,ốp bảo vệ apple watch
137941919,"Dây đeo Xiaomi Miband 6, Mi band 5 - chính hãng Mijobs",40000.0,40000.0,0.0,4.1,34,,https://tiki.vnday-deo-xiaomi-miband-6-mi-band-5-chinh-hang-mijobs-p137941919.html?spid=137941935,dây đeo xiaomi miband
137524509,Dây đeo cho Mi Watch/ S2 Pro/ S1/ S1 Active/ LS05/ RT LS05S/ LS02 (DSG),140000.0,140000.0,0.0,4.0,1,,https://tiki.vnday-deo-mi-watch-ls05-rt-ls05s-ls02-chat-silicone-p137524509.html?spid=137524513,dây đeo
106392888,Bút tra dầu đồng hồ cơ bản,24999.0,24999.0,0.0,0.0,0,,https://tiki.vnbut-tra-dau-dong-ho-co-ban-p106392888.html?spid=192898619,bút tra dầu đồng hồ cơ bản
106391936,Dây đồng hồ cao su đầu bo ôm size 20,250000.0,250000.0,0.0,0.0,0,,https://tiki.vnday-dong-ho-cao-su-dau-bo-om-size-20-p106391936.html?spid=106391967,dây đồng hồ cao su đầu
106391491,Bàn xoay điện 6 chấu lên cót đồng hồ cơ khí,580000.0,580000.0,0.0,3.7,3,,https://tiki.vnban-xoay-dien-6-chau-len-cot-dong-ho-co-khi-p106391491.html?spid=106391504,bàn xoay điện chấu
73867696,Vòng Tay Tropicana Phối Charm Swarovski Cá Ngũ Sắc,1810000.0,1810000.0,0.0,5.0,2,,https://tiki.vnvong-tay-charm-swarovski-ca-ngu-sac-p73867696.html?spid=73867698,vòng tay tropicana phối charm swarovski
70203275,"Dây đồng hồ da bò trơn, mềm Italy nhiều size tặng chốt và dụng cụ tháo lắp",130000.0,130000.0,0.0,4.7,73,,https://tiki.vnday-da-dong-ho-da-bo-italy-mem-cao-cap-nhieu-kich-co-nam-nu-tang-chot-gan-va-dung-cu-thao-lap-tai-nha-de-dang-p70203275.html?spid=70203283,dây đồng hồ da bò trơn
69640768,Dây Chuyền Nam Bạc Ta  Bạc Hiểu Minh DBN043,2055000.0,2055000.0,0.0,4.8,4,,https://tiki.vnday-chuyen-nam-bac-hieu-minh-dbn043-bac-ta-trong-luong-3-chi-2-p69640768.html?spid=69640769,dây chuyền nam bạc bạc hiểu
68785171,Nhẫn nữ titan không đen bản nhỏ one love,37800.0,54000.0,16200.0,4.6,62,,https://tiki.vnnhan-nu-titan-khong-den-ban-nho-one-love-1-chiec-p68785171.html?spid=68785189,nhẫn nữ titan đen
65384695,Nhẫn nam nữ titant bản nhỏ không đen 1 hạt đá đơn giản,52000.0,52000.0,0.0,5.0,1,,https://tiki.vnnhan-nam-nu-titant-ban-nho-khong-den-1-hat-da-don-gian-p65384695.html?spid=65384703,nhẫn nam nữ titant bản
54925075,"Dây đồng hồ da bò loại mỏng, trơn mờ",130000.0,130000.0,0.0,4.5,36,,https://tiki.vnday-dong-ho-da-bo-loai-mong-tron-mo-p54925075.html?spid=68918081,dây đồng hồ da bò loại
52469205,Bông tai nam kẹp vành không cần bấm lỗ có nhiều mẫu lựa chọn,24500.0,35000.0,10500.0,4.7,215,,https://tiki.vnbong-tai-nam-kep-vanh-khong-can-bam-lo-co-nhieu-mau-lua-chon-p52469205.html?spid=52469211,tai nam kẹp vành cần
52468633,Bông tai nam châm đính đá nhiều màu lựa chọn,35000.0,35000.0,0.0,4.6,7,,https://tiki.vnbong-tai-nam-cham-dinh-da-nhieu-mau-lua-chon-p52468633.html?spid=52468707,tai nam châm đính đá
21754311,Dây Da Đồng Hồ Đủ Size - Tặng kèm Chốt và Dụng cụ thay dây,42000.0,42000.0,0.0,4.7,430,,https://tiki.vnday-da-dong-ho-du-size-tang-kem-chot-va-dung-cu-thay-day-p21754311.html?spid=21754319,dây da đồng hồ đủ
20876296,Vòng điều hòa huyết áp Nhật Bản - ND001,182850.0,345000.0,162150.0,0.0,0,,https://tiki.vnvong-dieu-hoa-huyet-ap-nhat-ban-nd001-p20876296.html?spid=186743399,vòng điều hòa huyết áp
20102436,Bông tai nam châm,20000.0,20000.0,0.0,4.5,26,,https://tiki.vnbong-tai-nam-cham-p20102436.html?spid=20102474,tai nam
15421345,Nhẫn xoay Bát Nhã Tâm Kinh khắc chữ Vạn - Nhẫn phong thủy Hán ngữ may mắn bình an Ri99,49000.0,49000.0,0.0,4.2,48,,https://tiki.vnnhan-xoay-bat-nha-tam-kinh-khac-chu-van-nhan-phong-thuy-han-ngu-may-man-binh-an-ri99-p15421345.html?spid=44435123,nhẫn xoay bát nhã tâm kinh khắc
749583,Bông Tai Khuyên Tròn Winwinshop88 BT233 (12mm) – Bạc,31500.0,35000.0,3500.0,4.2,6,,https://tiki.vnbong-tai-khuyen-tron-winwinshop88-bt233-12mm-bac-p749583.html?spid=44336730,bông tai khuyên tròn winwinshop88
278851082,Đồng hồ đeo tay Omega C503 Máy cơ hàng chính hãng,680000.0,680000.0,0.0,4.0,1,,https://tiki.vndong-ho-deo-tay-omega-c503-may-co-hang-chinh-hang-p278851082.html?spid=278851083,đồng hồ đeo tay omega
278851058,Đồng hồ đeo tay Omega C543 Máy cơ hàng chính hãng,750000.0,750000.0,0.0,0.0,0,,https://tiki.vndong-ho-deo-tay-omega-c543-may-co-hang-chinh-hang-p278851058.html?spid=278851059,đồng hồ đeo tay omega
278641672,"Máy xay thịt gia đình, máy đùn thịt công nghiệp, nhồi thịt, hàng nga siêu bền.",998000.0,998000.0,0.0,0.0,0,,https://tiki.vnmay-xay-thit-gia-dinh-may-dun-thit-cong-nghiep-nhoi-thit-hang-nga-sieu-ben-p278641672.html?spid=278641673,máy xay thịt gia đình
278456363,"Xay thịt , xay cua quay tay cỡ đại máy 12 bằng Nhôm cao cấp siêu bền",359000.0,359000.0,0.0,0.0,0,,https://tiki.vnxay-thit-xay-cua-quay-tay-co-dai-may-12-bang-nhom-cao-cap-sieu-ben-p278456363.html?spid=278456364,xay thịt xay cua
278220969,Dây cho Redmi Watch 5/ 4/ MI Band 8 Pro/ 9 Pro - Chất silicone (DMI5),139000.0,139000.0,0.0,5.0,1,,https://tiki.vnday-cho-redmi-watch-5-4-mi-band-8-pro-9-pro-chat-silicone-dmi5-p278220969.html?spid=278221057,dây redmi watch
20847299,Vòng điều hoà huyết áp nhật bản - TM02,201400.0,380000.0,178600.0,4.0,1,,https://tiki.vnvong-dieu-hoa-huyet-ap-nhat-ban-tm02-p20847299.html?spid=127368547,vòng điều hòa huyết áp
